Zip Code,Population
"ZCTA5 14717, New York",636
"ZCTA5 14718, New York",2163
"ZCTA5 14719, New York",3497
"ZCTA5 14720, New York",675
"ZCTA5 14721, New York",230
"ZCTA5 14722, New York",153
"ZCTA5 14723, New York",1295
"ZCTA5 14724, New York",2540
"ZCTA5 14726, New York",2156
"ZCTA5 14727, New York",5450
"ZCTA5 14728, New York",1031
"ZCTA5 14729, New York",948
"ZCTA5 14731, New York",1576
"ZCTA5 14732, New York",211
"ZCTA5 14733, New York",3833
"ZCTA5 14735, New York",2751
"ZCTA5 14736, New York",282
"ZCTA5 14737, New York",4252
"ZCTA5 14738, New York",3651
"ZCTA5 14739, New York",2903
"ZCTA5 14740, New York",1431
"ZCTA5 14741, New York",1873
"ZCTA5 14742, New York",314
"ZCTA5 14743, New York",1783
"ZCTA5 14744, New York",2094
"ZCTA5 14747, New York",2289
"ZCTA5 14748, New York",746
"ZCTA5 14750, New York",4426
"ZCTA5 14752, New York",169
"ZCTA5 14753, New York",1166
"ZCTA5 14754, New York",667
"ZCTA5 14755, New York",2916
"ZCTA5 14756, New York",110
"ZCTA5 14757, New York",3487
"ZCTA5 14760, New York",18775
"ZCTA5 14767, New York",2088
"ZCTA5 14769, New York",919
"ZCTA5 14770, New York",2963
"ZCTA5 14772, New York",4255
"ZCTA5 14774, New York",151
"ZCTA5 14775, New York",2537
"ZCTA5 14777, New York",667
"ZCTA5 14778, New York",1453
"ZCTA5 14779, New York",6932
"ZCTA5 14781, New York",2225
"ZCTA5 14782, New York",2401
"ZCTA5 14783, New York",320
"ZCTA5 14784, New York",1033
"ZCTA5 14787, New York",5121
"ZCTA5 14788, New York",163
"ZCTA5 14801, New York",5475
"ZCTA5 14802, New York",4135
"ZCTA5 14803, New York",1174
"ZCTA5 14804, New York",1479
"ZCTA5 14805, New York",1100
"ZCTA5 14806, New York",2269
"ZCTA5 14807, New York",3076
"ZCTA5 14808, New York",591
"ZCTA5 14809, New York",2552
"ZCTA5 14810, New York",12356
"ZCTA5 14812, New York",3478
"ZCTA5 14813, New York",2520
"ZCTA5 14814, New York",1931
"ZCTA5 14815, New York",946
"ZCTA5 14816, New York",520
"ZCTA5 14817, New York",2380
"ZCTA5 14818, New York",1745
"ZCTA5 14819, New York",733
"ZCTA5 14820, New York",784
"ZCTA5 14821, New York",3314
"ZCTA5 14822, New York",1169
"ZCTA5 14823, New York",3754
"ZCTA5 14824, New York",678
"ZCTA5 14825, New York",919
"ZCTA5 14826, New York",2216
"ZCTA5 14827, New York",191
"ZCTA5 14830, New York",19850
"ZCTA5 14836, New York",1009
"ZCTA5 14837, New York",5648
"ZCTA5 14838, New York",1956
"ZCTA5 14839, New York",793
"ZCTA5 14840, New York",3061
"ZCTA5 14841, New York",915
"ZCTA5 14842, New York",938
"ZCTA5 14843, New York",13043
"ZCTA5 14845, New York",20453
"ZCTA5 14846, New York",792
"ZCTA5 14847, New York",2398
"ZCTA5 14850, New York",63886
"ZCTA5 14853, New York",2755
"ZCTA5 14854, New York",37
"ZCTA5 14855, New York",956
"ZCTA5 14856, New York",215
"ZCTA5 14858, New York",1598
"ZCTA5 14859, New York",1029
"ZCTA5 14860, New York",1039
"ZCTA5 14861, New York",1404
"ZCTA5 14864, New York",1307
"ZCTA5 14865, New York",2607
"ZCTA5 14867, New York",5569
"ZCTA5 14869, New York",1378
"ZCTA5 14870, New York",9821
"ZCTA5 14871, New York",5456
"ZCTA5 14872, New York",605
"ZCTA5 14873, New York",2448
"ZCTA5 14874, New York",250
"ZCTA5 14877, New York",401
"ZCTA5 14878, New York",781
"ZCTA5 14879, New York",2398
"ZCTA5 14880, New York",1668
"ZCTA5 14881, New York",192
"ZCTA5 14882, New York",3826
"ZCTA5 14883, New York",4136
"ZCTA5 14884, New York",273
"ZCTA5 14885, New York",873
"ZCTA5 14886, New York",6753
"ZCTA5 14889, New York",1590
"ZCTA5 14891, New York",4149
"ZCTA5 14892, New York",8189
"ZCTA5 14893, New York",6
"ZCTA5 14894, New York",1454
"ZCTA5 14895, New York",9616
"ZCTA5 14897, New York",980
"ZCTA5 14898, New York",1734
"ZCTA5 14901, New York",16736
"ZCTA5 14903, New York",7567
"ZCTA5 14904, New York",16269
"ZCTA5 14905, New York",9070
